query,intent
니에 대해 알려줘,1
니에 대해 알려줄래,1
니에 대해 설명해줘,1
니에 대해 설명 부탁드립니다,1
니에 대해 설명,1
원경,1
원경 궁금합니다,1
원경 알고 싶습니다,1
원경 궁금해,1
원경 알려줘,1
원경 알려줄래,1
원경 설명해줘,1
원경 설명 부탁드립니다,1
원경 설명,1
원경에 대해 궁금합니다,1
원경에 대해 알고 싶습니다,1
원경에 대해 궁금해,1
원경에 대해 알려줘,1
원경에 대해 알려줄래,1
원경에 대해 설명해줘,1
원경에 대해 설명 부탁드립니다,1
원경에 대해 설명,1
2차원,1
2차원 궁금합니다,1
2차원 알고 싶습니다,1
2차원 궁금해,1
2차원 알려줘,1
2차원 알려줄래,1
2차원 설명해줘,1
2차원 설명 부탁드립니다,1
2차원 설명,1
2차원에 대해 궁금합니다,1
2차원에 대해 알고 싶습니다,1
2차원에 대해 궁금해,1
2차원에 대해 알려줘,1
2차원에 대해 알려줄래,1
2차원에 대해 설명해줘,1
2차원에 대해 설명 부탁드립니다,1
2차원에 대해 설명,1
박사,1
박사 궁금합니다,1
박사 알고 싶습니다,1
박사 궁금해,1
박사 알려줘,1
박사 알려줄래,1
박사 설명해줘,1
박사 설명 부탁드립니다,1
박사 설명,1
박사에 대해 궁금합니다,1
박사에 대해 알고 싶습니다,1
박사에 대해 궁금해,1
박사에 대해 알려줘,1
박사에 대해 알려줄래,1
박사에 대해 설명해줘,1
박사에 대해 설명 부탁드립니다,1
박사에 대해 설명,1
김정아,1
김정아 궁금합니다,1
김정아 알고 싶습니다,1
김정아 궁금해,1
김정아 알려줘,1
김정아 알려줄래,1
김정아 설명해줘,1
김정아 설명 부탁드립니다,1
김정아 설명,1
김정아에 대해 궁금합니다,1
김정아에 대해 알고 싶습니다,1
김정아에 대해 궁금해,1
김정아에 대해 알려줘,1
김정아에 대해 알려줄래,1
김정아에 대해 설명해줘,1
김정아에 대해 설명 부탁드립니다,1
김정아에 대해 설명,1
박영종,1
박영종 궁금합니다,1
박영종 알고 싶습니다,1
박영종 궁금해,1
박영종 알려줘,1
박영종 알려줄래,1
박영종 설명해줘,1
박영종 설명 부탁드립니다,1
박영종 설명,1
박영종에 대해 궁금합니다,1
박영종에 대해 알고 싶습니다,1
박영종에 대해 궁금해,1
박영종에 대해 알려줘,1
박영종에 대해 알려줄래,1
박영종에 대해 설명해줘,1
박영종에 대해 설명 부탁드립니다,1
박영종에 대해 설명,1
최강희,1
최강희 궁금합니다,1
최강희 알고 싶습니다,1
최강희 궁금해,1
최강희 알려줘,1
최강희 알려줄래,1
최강희 설명해줘,1
최강희 설명 부탁드립니다,1
최강희 설명,1
최강희에 대해 궁금합니다,1
최강희에 대해 알고 싶습니다,1
최강희에 대해 궁금해,1
최강희에 대해 알려줘,1
최강희에 대해 알려줄래,1
최강희에 대해 설명해줘,1
최강희에 대해 설명 부탁드립니다,1
최강희에 대해 설명,1
조현,1
조현 궁금합니다,1
조현 알고 싶습니다,1
조현 궁금해,1
조현 알려줘,1
조현 알려줄래,1
조현 설명해줘,1
조현 설명 부탁드립니다,1
조현 설명,1
조현에 대해 궁금합니다,1
조현에 대해 알고 싶습니다,1
조현에 대해 궁금해,1
조현에 대해 알려줘,1
조현에 대해 알려줄래,1
조현에 대해 설명해줘,1
조현에 대해 설명 부탁드립니다,1
조현에 대해 설명,1
박제,1
박제 궁금합니다,1
박제 알고 싶습니다,1
박제 궁금해,1
박제 알려줘,1
박제 알려줄래,1
박제 설명해줘,1
박제 설명 부탁드립니다,1
박제 설명,1
박제에 대해 궁금합니다,1
박제에 대해 알고 싶습니다,1
박제에 대해 궁금해,1
박제에 대해 알려줘,1
박제에 대해 알려줄래,1
박제에 대해 설명해줘,1
박제에 대해 설명 부탁드립니다,1
박제에 대해 설명,1
성 김,1
성 김 궁금합니다,1
성 김 알고 싶습니다,1
성 김 궁금해,1
성 김 알려줘,1
성 김 알려줄래,1
성 김 설명해줘,1
성 김 설명 부탁드립니다,1
성 김 설명,1
성 김에 대해 궁금합니다,1
성 김에 대해 알고 싶습니다,1
성 김에 대해 궁금해,1
성 김에 대해 알려줘,1
성 김에 대해 알려줄래,1
성 김에 대해 설명해줘,1
성 김에 대해 설명 부탁드립니다,1
성 김에 대해 설명,1
민수,1
민수 궁금합니다,1
민수 알고 싶습니다,1
민수 궁금해,1
민수 알려줘,1
민수 알려줄래,1
민수 설명해줘,1
민수 설명 부탁드립니다,1
민수 설명,1
민수에 대해 궁금합니다,1
민수에 대해 알고 싶습니다,1
민수에 대해 궁금해,1
민수에 대해 알려줘,1
민수에 대해 알려줄래,1
민수에 대해 설명해줘,1
민수에 대해 설명 부탁드립니다,1
민수에 대해 설명,1
이정숙,1
이정숙 궁금합니다,1
이정숙 알고 싶습니다,1
이정숙 궁금해,1
이정숙 알려줘,1
이정숙 알려줄래,1
이정숙 설명해줘,1
이정숙 설명 부탁드립니다,1
이정숙 설명,1
이정숙에 대해 궁금합니다,1
이정숙에 대해 알고 싶습니다,1
이정숙에 대해 궁금해,1
이정숙에 대해 알려줘,1
이정숙에 대해 알려줄래,1
이정숙에 대해 설명해줘,1
이정숙에 대해 설명 부탁드립니다,1
이정숙에 대해 설명,1
Abstract,1
Abstract 궁금합니다,1
Abstract 알고 싶습니다,1
Abstract 궁금해,1
Abstract 알려줘,1
Abstract 알려줄래,1
Abstract 설명해줘,1
Abstract 설명 부탁드립니다,1
Abstract 설명,1
Abstract에 대해 궁금합니다,1
Abstract에 대해 알고 싶습니다,1
Abstract에 대해 궁금해,1
Abstract에 대해 알려줘,1
Abstract에 대해 알려줄래,1
Abstract에 대해 설명해줘,1
Abstract에 대해 설명 부탁드립니다,1
Abstract에 대해 설명,1
concept,1
concept 궁금합니다,1
concept 알고 싶습니다,1
concept 궁금해,1
concept 알려줘,1
concept 알려줄래,1
concept 설명해줘,1
concept 설명 부탁드립니다,1
concept 설명,1
concept에 대해 궁금합니다,1
concept에 대해 알고 싶습니다,1
concept에 대해 궁금해,1
concept에 대해 알려줘,1
concept에 대해 알려줄래,1
concept에 대해 설명해줘,1
concept에 대해 설명 부탁드립니다,1
concept에 대해 설명,1
Concrete,1
Concrete 궁금합니다,1
Concrete 알고 싶습니다,1
Concrete 궁금해,1
Concrete 알려줘,1
Concrete 알려줄래,1
Concrete 설명해줘,1
Concrete 설명 부탁드립니다,1
Concrete 설명,1
Concrete에 대해 궁금합니다,1
Concrete에 대해 알고 싶습니다,1
Concrete에 대해 궁금해,1
Concrete에 대해 알려줘,1
Concrete에 대해 알려줄래,1
Concrete에 대해 설명해줘,1
Concrete에 대해 설명 부탁드립니다,1
Concrete에 대해 설명,1
representation,1
representation 궁금합니다,1
representation 알고 싶습니다,1
representation 궁금해,1
representation 알려줘,1
representation 알려줄래,1
representation 설명해줘,1
representation 설명 부탁드립니다,1
representation 설명,1
representation에 대해 궁금합니다,1
representation에 대해 알고 싶습니다,1
representation에 대해 궁금해,1
representation에 대해 알려줘,1
representation에 대해 알려줄래,1
representation에 대해 설명해줘,1
representation에 대해 설명 부탁드립니다,1
representation에 대해 설명,1
풍선,1
풍선 궁금합니다,1
풍선 알고 싶습니다,1
풍선 궁금해,1
풍선 알려줘,1
풍선 알려줄래,1
풍선 설명해줘,1
풍선 설명 부탁드립니다,1
풍선 설명,1
풍선에 대해 궁금합니다,1
풍선에 대해 알고 싶습니다,1
풍선에 대해 궁금해,1
풍선에 대해 알려줘,1
풍선에 대해 알려줄래,1
풍선에 대해 설명해줘,1
풍선에 대해 설명 부탁드립니다,1
풍선에 대해 설명,1
도움말,1
도움말 궁금합니다,1
도움말 알고 싶습니다,1
도움말 궁금해,1
도움말 알려줘,1
도움말 알려줄래,1
도움말 설명해줘,1
도움말 설명 부탁드립니다,1
도움말 설명,1
도움말에 대해 궁금합니다,1
도움말에 대해 알고 싶습니다,1
도움말에 대해 궁금해,1
도움말에 대해 알려줘,1
도움말에 대해 알려줄래,1
도움말에 대해 설명해줘,1
도움말에 대해 설명 부탁드립니다,1
도움말에 대해 설명,1
바람,1
바람 궁금합니다,1
바람 알고 싶습니다,1
바람 궁금해,1
바람 알려줘,1
바람 알려줄래,1
바람 설명해줘,1
바람 설명 부탁드립니다,1
바람 설명,1
바람에 대해 궁금합니다,1
바람에 대해 알고 싶습니다,1
바람에 대해 궁금해,1
바람에 대해 알려줘,1
바람에 대해 알려줄래,1
바람에 대해 설명해줘,1
바람에 대해 설명 부탁드립니다,1
바람에 대해 설명,1
창시자,1
창시자 궁금합니다,1
창시자 알고 싶습니다,1
창시자 궁금해,1
창시자 알려줘,1
창시자 알려줄래,1
창시자 설명해줘,1
창시자 설명 부탁드립니다,1
창시자 설명,1
창시자에 대해 궁금합니다,1
창시자에 대해 알고 싶습니다,1
창시자에 대해 궁금해,1
창시자에 대해 알려줘,1
창시자에 대해 알려줄래,1
창시자에 대해 설명해줘,1
창시자에 대해 설명 부탁드립니다,1
창시자에 대해 설명,1
이야기,1
이야기 궁금합니다,1
이야기 알고 싶습니다,1
이야기 궁금해,1
이야기 알려줘,1
이야기 알려줄래,1
이야기 설명해줘,1
이야기 설명 부탁드립니다,1
이야기 설명,1
이야기에 대해 궁금합니다,1
이야기에 대해 알고 싶습니다,1
이야기에 대해 궁금해,1
이야기에 대해 알려줘,1
이야기에 대해 알려줄래,1
이야기에 대해 설명해줘,1
이야기에 대해 설명 부탁드립니다,1
이야기에 대해 설명,1
ACM,1
ACM 궁금합니다,1
ACM 알고 싶습니다,1
ACM 궁금해,1
ACM 알려줘,1
ACM 알려줄래,1
ACM 설명해줘,1
ACM 설명 부탁드립니다,1
ACM 설명,1
ACM에 대해 궁금합니다,1
ACM에 대해 알고 싶습니다,1
ACM에 대해 궁금해,1
ACM에 대해 알려줘,1
ACM에 대해 알려줄래,1
ACM에 대해 설명해줘,1
ACM에 대해 설명 부탁드립니다,1
ACM에 대해 설명,1
Machinery,1
Machinery 궁금합니다,1
Machinery 알고 싶습니다,1
Machinery 궁금해,1
Machinery 알려줘,1
Machinery 알려줄래,1
Machinery 설명해줘,1
Machinery 설명 부탁드립니다,1
Machinery 설명,1
Machinery에 대해 궁금합니다,1
Machinery에 대해 알고 싶습니다,1
Machinery에 대해 궁금해,1
Machinery에 대해 알려줘,1
Machinery에 대해 알려줄래,1
Machinery에 대해 설명해줘,1
Machinery에 대해 설명 부탁드립니다,1
Machinery에 대해 설명,1
Communications,1
Communications 궁금합니다,1
Communications 알고 싶습니다,1
Communications 궁금해,1
Communications 알려줘,1
Communications 알려줄래,1
Communications 설명해줘,1
Communications 설명 부탁드립니다,1
Communications 설명,1
Communications에 대해 궁금합니다,1
Communications에 대해 알고 싶습니다,1
Communications에 대해 궁금해,1
Communications에 대해 알려줘,1
Communications에 대해 알려줄래,1
Communications에 대해 설명해줘,1
Communications에 대해 설명 부탁드립니다,1
Communications에 대해 설명,1
the,1
the 궁금합니다,1
the 알고 싶습니다,1
the 궁금해,1
the 알려줘,1
the 알려줄래,1
the 설명해줘,1
the 설명 부탁드립니다,1
the 설명,1
the에 대해 궁금합니다,1
the에 대해 알고 싶습니다,1
the에 대해 궁금해,1
the에 대해 알려줘,1
the에 대해 알려줄래,1
the에 대해 설명해줘,1
the에 대해 설명 부탁드립니다,1
the에 대해 설명,1
잡지,1
잡지 궁금합니다,1
잡지 알고 싶습니다,1
잡지 궁금해,1
잡지 알려줘,1
잡지 알려줄래,1
잡지 설명해줘,1
잡지 설명 부탁드립니다,1
잡지 설명,1
잡지에 대해 궁금합니다,1
잡지에 대해 알고 싶습니다,1
잡지에 대해 궁금해,1
잡지에 대해 알려줘,1
잡지에 대해 알려줄래,1
잡지에 대해 설명해줘,1
잡지에 대해 설명 부탁드립니다,1
잡지에 대해 설명,1
Relational,1
Relational 궁금합니다,1
Relational 알고 싶습니다,1
Relational 궁금해,1
Relational 알려줘,1
Relational 알려줄래,1
Relational 설명해줘,1
Relational 설명 부탁드립니다,1
Relational 설명,1
Relational에 대해 궁금합니다,1
Relational에 대해 알고 싶습니다,1
Relational에 대해 궁금해,1
Relational에 대해 알려줘,1
Relational에 대해 알려줄래,1
Relational에 대해 설명해줘,1
Relational에 대해 설명 부탁드립니다,1
Relational에 대해 설명,1
Model,1
Model 궁금합니다,1
Model 알고 싶습니다,1
Model 궁금해,1
Model 알려줘,1
Model 알려줄래,1
Model 설명해줘,1
Model 설명 부탁드립니다,1
Model 설명,1
Model에 대해 궁금합니다,1
Model에 대해 알고 싶습니다,1
Model에 대해 궁금해,1
Model에 대해 알려줘,1
Model에 대해 알려줄래,1
Model에 대해 설명해줘,1
Model에 대해 설명 부탁드립니다,1
Model에 대해 설명,1
Banks,1
Banks 궁금합니다,1
Banks 알고 싶습니다,1
Banks 궁금해,1
Banks 알려줘,1
Banks 알려줄래,1
Banks 설명해줘,1
Banks 설명 부탁드립니다,1
Banks 설명,1
Banks에 대해 궁금합니다,1
Banks에 대해 알고 싶습니다,1
Banks에 대해 궁금해,1
Banks에 대해 알려줘,1
Banks에 대해 알려줄래,1
Banks에 대해 설명해줘,1
Banks에 대해 설명 부탁드립니다,1
Banks에 대해 설명,1
논문,1
논문 궁금합니다,1
논문 알고 싶습니다,1
논문 궁금해,1
논문 알려줘,1
논문 알려줄래,1
논문 설명해줘,1
논문 설명 부탁드립니다,1
논문 설명,1
논문에 대해 궁금합니다,1
논문에 대해 알고 싶습니다,1
논문에 대해 궁금해,1
논문에 대해 알려줘,1
논문에 대해 알려줄래,1
논문에 대해 설명해줘,1
논문에 대해 설명 부탁드립니다,1
논문에 대해 설명,1
발표,1
발표 궁금합니다,1
발표 알고 싶습니다,1
발표 궁금해,1
발표 알려줘,1
발표 알려줄래,1
발표 설명해줘,1
발표 설명 부탁드립니다,1
발표 설명,1
발표에 대해 궁금합니다,1
발표에 대해 알고 싶습니다,1
발표에 대해 궁금해,1
발표에 대해 알려줘,1
발표에 대해 알려줄래,1
발표에 대해 설명해줘,1
발표에 대해 설명 부탁드립니다,1
발표에 대해 설명,1
관계형 데이터베이스,1
관계형 데이터베이스 궁금합니다,1
관계형 데이터베이스 알고 싶습니다,1
관계형 데이터베이스 궁금해,1
관계형 데이터베이스 알려줘,1
관계형 데이터베이스 알려줄래,1
관계형 데이터베이스 설명해줘,1
관계형 데이터베이스 설명 부탁드립니다,1
관계형 데이터베이스 설명,1
관계형 데이터베이스에 대해 궁금합니다,1
관계형 데이터베이스에 대해 알고 싶습니다,1
관계형 데이터베이스에 대해 궁금해,1
관계형 데이터베이스에 대해 알려줘,1
관계형 데이터베이스에 대해 알려줄래,1
관계형 데이터베이스에 대해 설명해줘,1
관계형 데이터베이스에 대해 설명 부탁드립니다,1
관계형 데이터베이스에 대해 설명,1
RDBMS,1
RDBMS 궁금합니다,1
RDBMS 알고 싶습니다,1
RDBMS 궁금해,1
RDBMS 알려줘,1
RDBMS 알려줄래,1
RDBMS 설명해줘,1
RDBMS 설명 부탁드립니다,1
RDBMS 설명,1
RDBMS에 대해 궁금합니다,1
RDBMS에 대해 알고 싶습니다,1
RDBMS에 대해 궁금해,1
RDBMS에 대해 알려줘,1
RDBMS에 대해 알려줄래,1
RDBMS에 대해 설명해줘,1
RDBMS에 대해 설명 부탁드립니다,1
RDBMS에 대해 설명,1
당시,1
당시 궁금합니다,1
당시 알고 싶습니다,1
당시 궁금해,1
당시 알려줘,1
당시 알려줄래,1
당시 설명해줘,1
당시 설명 부탁드립니다,1
당시 설명,1
당시에 대해 궁금합니다,1
당시에 대해 알고 싶습니다,1
당시에 대해 궁금해,1
당시에 대해 알려줘,1
당시에 대해 알려줄래,1
당시에 대해 설명해줘,1
당시에 대해 설명 부탁드립니다,1
당시에 대해 설명,1
Atomic,1
Atomic 궁금합니다,1
Atomic 알고 싶습니다,1
Atomic 궁금해,1
Atomic 알려줘,1
Atomic 알려줄래,1
Atomic 설명해줘,1
Atomic 설명 부탁드립니다,1
Atomic 설명,1
Atomic에 대해 궁금합니다,1
Atomic에 대해 알고 싶습니다,1
Atomic에 대해 궁금해,1
Atomic에 대해 알려줘,1
Atomic에 대해 알려줄래,1
Atomic에 대해 설명해줘,1
Atomic에 대해 설명 부탁드립니다,1
Atomic에 대해 설명,1
Tuple,1
Tuple 궁금합니다,1
Tuple 알고 싶습니다,1
Tuple 궁금해,1
Tuple 알려줘,1
Tuple 알려줄래,1
Tuple 설명해줘,1
Tuple 설명 부탁드립니다,1
Tuple 설명,1
Tuple에 대해 궁금합니다,1
Tuple에 대해 알고 싶습니다,1
Tuple에 대해 궁금해,1
Tuple에 대해 알려줘,1
Tuple에 대해 알려줄래,1
Tuple에 대해 설명해줘,1
Tuple에 대해 설명 부탁드립니다,1
Tuple에 대해 설명,1
기수,1
기수 궁금합니다,1
기수 알고 싶습니다,1
기수 궁금해,1
기수 알려줘,1
기수 알려줄래,1
기수 설명해줘,1
기수 설명 부탁드립니다,1
기수 설명,1
기수에 대해 궁금합니다,1
기수에 대해 알고 싶습니다,1
기수에 대해 궁금해,1
기수에 대해 알려줘,1
기수에 대해 알려줄래,1
기수에 대해 설명해줘,1
기수에 대해 설명 부탁드립니다,1
기수에 대해 설명,1
Cardinality,1
Cardinality 궁금합니다,1
Cardinality 알고 싶습니다,1
Cardinality 궁금해,1
Cardinality 알려줘,1
Cardinality 알려줄래,1
Cardinality 설명해줘,1
Cardinality 설명 부탁드립니다,1
Cardinality 설명,1
Cardinality에 대해 궁금합니다,1
Cardinality에 대해 알고 싶습니다,1
Cardinality에 대해 궁금해,1
Cardinality에 대해 알려줘,1
Cardinality에 대해 알려줄래,1
Cardinality에 대해 설명해줘,1
Cardinality에 대해 설명 부탁드립니다,1
Cardinality에 대해 설명,1
차수,1
차수 궁금합니다,1
차수 알고 싶습니다,1
차수 궁금해,1
차수 알려줘,1
차수 알려줄래,1
차수 설명해줘,1
차수 설명 부탁드립니다,1
차수 설명,1
차수에 대해 궁금합니다,1
차수에 대해 알고 싶습니다,1
차수에 대해 궁금해,1
차수에 대해 알려줘,1
차수에 대해 알려줄래,1
차수에 대해 설명해줘,1
차수에 대해 설명 부탁드립니다,1
차수에 대해 설명,1
Degree,1
Degree 궁금합니다,1
Degree 알고 싶습니다,1
Degree 궁금해,1
Degree 알려줘,1
Degree 알려줄래,1
Degree 설명해줘,1
Degree 설명 부탁드립니다,1
Degree 설명,1
Degree에 대해 궁금합니다,1
Degree에 대해 알고 싶습니다,1
Degree에 대해 궁금해,1
Degree에 대해 알려줘,1
Degree에 대해 알려줄래,1
Degree에 대해 설명해줘,1
Degree에 대해 설명 부탁드립니다,1
Degree에 대해 설명,1
Unique,1
Unique 궁금합니다,1
Unique 알고 싶습니다,1
Unique 궁금해,1
Unique 알려줘,1
Unique 알려줄래,1
Unique 설명해줘,1
Unique 설명 부탁드립니다,1
Unique 설명,1
Unique에 대해 궁금합니다,1
Unique에 대해 알고 싶습니다,1
Unique에 대해 궁금해,1
Unique에 대해 알려줘,1
Unique에 대해 알려줄래,1
Unique에 대해 설명해줘,1
Unique에 대해 설명 부탁드립니다,1
Unique에 대해 설명,1
부장,1
부장 궁금합니다,1
부장 알고 싶습니다,1
부장 궁금해,1
부장 알려줘,1
부장 알려줄래,1
부장 설명해줘,1
부장 설명 부탁드립니다,1
부장 설명,1
부장에 대해 궁금합니다,1
부장에 대해 알고 싶습니다,1
부장에 대해 궁금해,1
부장에 대해 알려줘,1
부장에 대해 알려줄래,1
부장에 대해 설명해줘,1
부장에 대해 설명 부탁드립니다,1
부장에 대해 설명,1
정수,1
정수 궁금합니다,1
정수 알고 싶습니다,1
정수 궁금해,1
정수 알려줘,1
정수 알려줄래,1
정수 설명해줘,1
정수 설명 부탁드립니다,1
정수 설명,1
정수에 대해 궁금합니다,1
정수에 대해 알고 싶습니다,1
정수에 대해 궁금해,1
정수에 대해 알려줘,1
정수에 대해 알려줄래,1
정수에 대해 설명해줘,1
정수에 대해 설명 부탁드립니다,1
정수에 대해 설명,1
Intension,1
Intension 궁금합니다,1
Intension 알고 싶습니다,1
Intension 궁금해,1
Intension 알려줘,1
Intension 알려줄래,1
Intension 설명해줘,1
Intension 설명 부탁드립니다,1
Intension 설명,1
Intension에 대해 궁금합니다,1
Intension에 대해 알고 싶습니다,1
Intension에 대해 궁금해,1
Intension에 대해 알려줘,1
Intension에 대해 알려줄래,1
Intension에 대해 설명해줘,1
Intension에 대해 설명 부탁드립니다,1
Intension에 대해 설명,1
스킴,1
스킴 궁금합니다,1
스킴 알고 싶습니다,1
스킴 궁금해,1
스킴 알려줘,1
스킴 알려줄래,1
스킴 설명해줘,1
스킴 설명 부탁드립니다,1
스킴 설명,1
스킴에 대해 궁금합니다,1
스킴에 대해 알고 싶습니다,1
스킴에 대해 궁금해,1
스킴에 대해 알려줘,1
스킴에 대해 알려줄래,1
스킴에 대해 설명해줘,1
스킴에 대해 설명 부탁드립니다,1
스킴에 대해 설명,1
Scheme,1
Scheme 궁금합니다,1
Scheme 알고 싶습니다,1
Scheme 궁금해,1
Scheme 알려줘,1
Scheme 알려줄래,1
Scheme 설명해줘,1
Scheme 설명 부탁드립니다,1
Scheme 설명,1
Scheme에 대해 궁금합니다,1
Scheme에 대해 알고 싶습니다,1
Scheme에 대해 궁금해,1
Scheme에 대해 알려줘,1
Scheme에 대해 알려줄래,1
Scheme에 대해 설명해줘,1
Scheme에 대해 설명 부탁드립니다,1
Scheme에 대해 설명,1
정적,1
정적 궁금합니다,1
정적 알고 싶습니다,1
정적 궁금해,1
정적 알려줘,1
정적 알려줄래,1
정적 설명해줘,1
정적 설명 부탁드립니다,1
정적 설명,1
정적에 대해 궁금합니다,1
정적에 대해 알고 싶습니다,1
정적에 대해 궁금해,1
정적에 대해 알려줘,1
정적에 대해 알려줄래,1
정적에 대해 설명해줘,1
정적에 대해 설명 부탁드립니다,1
정적에 대해 설명,1
성질,1
성질 궁금합니다,1
성질 알고 싶습니다,1
성질 궁금해,1
성질 알려줘,1
성질 알려줄래,1
성질 설명해줘,1
성질 설명 부탁드립니다,1
성질 설명,1
성질에 대해 궁금합니다,1
성질에 대해 알고 싶습니다,1
성질에 대해 궁금해,1
성질에 대해 알려줘,1
성질에 대해 알려줄래,1
성질에 대해 설명해줘,1
성질에 대해 설명 부탁드립니다,1
성질에 대해 설명,1
A1,1
A1 궁금합니다,1
A1 알고 싶습니다,1
A1 궁금해,1
A1 알려줘,1
A1 알려줄래,1
A1 설명해줘,1
A1 설명 부탁드립니다,1
A1 설명,1
A1에 대해 궁금합니다,1
A1에 대해 알고 싶습니다,1
A1에 대해 궁금해,1
A1에 대해 알려줘,1
A1에 대해 알려줄래,1
A1에 대해 설명해줘,1
A1에 대해 설명 부탁드립니다,1
A1에 대해 설명,1
A2,1
A2 궁금합니다,1
A2 알고 싶습니다,1
A2 궁금해,1
A2 알려줘,1
A2 알려줄래,1
A2 설명해줘,1
A2 설명 부탁드립니다,1
A2 설명,1
A2에 대해 궁금합니다,1
A2에 대해 알고 싶습니다,1
A2에 대해 궁금해,1
A2에 대해 알려줘,1
A2에 대해 알려줄래,1
A2에 대해 설명해줘,1
A2에 대해 설명 부탁드립니다,1
A2에 대해 설명,1
An,1
An 궁금합니다,1
An 알고 싶습니다,1
An 궁금해,1
An 알려줘,1
An 알려줄래,1
An 설명해줘,1
An 설명 부탁드립니다,1
An 설명,1
An에 대해 궁금합니다,1
An에 대해 알고 싶습니다,1
An에 대해 궁금해,1
An에 대해 알려줘,1
An에 대해 알려줄래,1
An에 대해 설명해줘,1
An에 대해 설명 부탁드립니다,1
An에 대해 설명,1
Ai,1
Ai 궁금합니다,1
Ai 알고 싶습니다,1
Ai 궁금해,1
Ai 알려줘,1
Ai 알려줄래,1
Ai 설명해줘,1
Ai 설명 부탁드립니다,1
Ai 설명,1
Ai에 대해 궁금합니다,1
Ai에 대해 알고 싶습니다,1
Ai에 대해 궁금해,1
Ai에 대해 알려줘,1
Ai에 대해 알려줄래,1
Ai에 대해 설명해줘,1
Ai에 대해 설명 부탁드립니다,1
Ai에 대해 설명,1
Di,1
Di 궁금합니다,1
Di 알고 싶습니다,1
Di 궁금해,1
Di 알려줘,1
Di 알려줄래,1
Di 설명해줘,1
Di 설명 부탁드립니다,1
Di 설명,1
Di에 대해 궁금합니다,1
Di에 대해 알고 싶습니다,1
Di에 대해 궁금해,1
Di에 대해 알려줘,1
Di에 대해 알려줄래,1
Di에 대해 설명해줘,1
Di에 대해 설명 부탁드립니다,1
Di에 대해 설명,1
extension,1
extension 궁금합니다,1
extension 알고 싶습니다,1
extension 궁금해,1
extension 알려줘,1
extension 알려줄래,1
extension 설명해줘,1
extension 설명 부탁드립니다,1
extension 설명,1
extension에 대해 궁금합니다,1
extension에 대해 알고 싶습니다,1
extension에 대해 궁금해,1
extension에 대해 알려줘,1
extension에 대해 알려줄래,1
extension에 대해 설명해줘,1
extension에 대해 설명 부탁드립니다,1
extension에 대해 설명,1
V,1
V 궁금합니다,1
V 알고 싶습니다,1
V 궁금해,1
V 알려줘,1
V 알려줄래,1
V 설명해줘,1
V 설명 부탁드립니다,1
V 설명,1
V에 대해 궁금합니다,1
V에 대해 알고 싶습니다,1
V에 대해 궁금해,1
V에 대해 알려줘,1
V에 대해 알려줄래,1
V에 대해 설명해줘,1
V에 대해 설명 부탁드립니다,1
V에 대해 설명,1
동적,1
동적 궁금합니다,1
동적 알고 싶습니다,1
동적 궁금해,1
동적 알려줘,1
동적 알려줄래,1
동적 설명해줘,1
동적 설명 부탁드립니다,1
동적 설명,1
동적에 대해 궁금합니다,1
동적에 대해 알고 싶습니다,1
동적에 대해 궁금해,1
동적에 대해 알려줘,1
동적에 대해 알려줄래,1
동적에 대해 설명해줘,1
동적에 대해 설명 부탁드립니다,1
동적에 대해 설명,1
V1,1
V1 궁금합니다,1
V1 알고 싶습니다,1
V1 궁금해,1
V1 알려줘,1
V1 알려줄래,1
V1 설명해줘,1
V1 설명 부탁드립니다,1
V1 설명,1
V1에 대해 궁금합니다,1
V1에 대해 알고 싶습니다,1
V1에 대해 궁금해,1
V1에 대해 알려줘,1
V1에 대해 알려줄래,1
V1에 대해 설명해줘,1
V1에 대해 설명 부탁드립니다,1
V1에 대해 설명,1
V2,1
V2 궁금합니다,1
V2 알고 싶습니다,1
V2 궁금해,1
V2 알려줘,1
V2 알려줄래,1
V2 설명해줘,1
V2 설명 부탁드립니다,1
V2 설명,1
V2에 대해 궁금합니다,1
V2에 대해 알고 싶습니다,1
V2에 대해 궁금해,1
V2에 대해 알려줘,1
V2에 대해 알려줄래,1
V2에 대해 설명해줘,1
V2에 대해 설명 부탁드립니다,1
V2에 대해 설명,1
Vn,1
Vn 궁금합니다,1
Vn 알고 싶습니다,1
Vn 궁금해,1
Vn 알려줘,1
Vn 알려줄래,1
Vn 설명해줘,1
Vn 설명 부탁드립니다,1
Vn 설명,1
Vn에 대해 궁금합니다,1
Vn에 대해 알고 싶습니다,1
Vn에 대해 궁금해,1
Vn에 대해 알려줘,1
Vn에 대해 알려줄래,1
Vn에 대해 설명해줘,1
Vn에 대해 설명 부탁드립니다,1
Vn에 대해 설명,1
Vi,1
Vi 궁금합니다,1
Vi 알고 싶습니다,1
Vi 궁금해,1
Vi 알려줘,1
Vi 알려줄래,1
Vi 설명해줘,1
Vi 설명 부탁드립니다,1
Vi 설명,1
Vi에 대해 궁금합니다,1
Vi에 대해 알고 싶습니다,1
Vi에 대해 궁금해,1
Vi에 대해 알려줘,1
Vi에 대해 알려줄래,1
Vi에 대해 설명해줘,1
Vi에 대해 설명 부탁드립니다,1
Vi에 대해 설명,1
덕,1
덕 궁금합니다,1
덕 알고 싶습니다,1
덕 궁금해,1
덕 알려줘,1
덕 알려줄래,1
덕 설명해줘,1
덕 설명 부탁드립니다,1
덕 설명,1
